Lab_Source,Adsorbent,Adsorbate,Surface area(m2/g),Adsorption capacity(mg/g),Initial Concentration(ppm),RE,Contact Time (min.),Dose(g/L),RPM,Initial pH,T(K),Ref.,Unnamed: 12,Adsorbate_norm,Adsorbent_Family,Site_Density,Cap_Load_Ratio,LogTime,Mixing_Index,Thermo_Capacity,Driving_Force,Acidity_Strength,ion_charge,ion_ionic_radius_A,ion_hydrated_radius_A,ion_known,ion_potential,hydration_ratio,Regime,Ref_group,Adsorbent_group,Adsorbate_group
,Peanut shell(PS350),As3+,14.03,0.29,0.6,23.75,2160.0,5.0,150.0,5.5,623.0,"(Zama et al., 2017)",https://www.academia.edu/34614277/The_role_of_biochar_properties_in_influencing_the_sorption_and_desorption_of_Pb_II_Cd_II_and_As_III_in_aqueous_solution,As3+,composite_other,116.91666647180556,0.48333333252777777,7.6783263565068856,1151.7489534760327,180.67,0.119999999976,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Peanut shell(PS350),As3+
,Peanut shell(PS350),As3+,14.03,0.29,0.8025,23.36,2160.0,5.0,150.0,5.5,623.0,"(Zama et al., 2017)",https://www.academia.edu/34614277/The_role_of_biochar_properties_in_influencing_the_sorption_and_desorption_of_Pb_II_Cd_II_and_As_III_in_aqueous_solution,As3+,composite_other,87.41433010914102,0.36137071606059723,7.6783263565068856,1151.7489534760327,180.67,0.1604999999679,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Peanut shell(PS350),As3+
,Peanut shell(PS450),As3+,14.08,0.18,0.6,28.75,2160.0,5.0,150.0,5.5,723.0,"(Zama et al., 2017)",https://www.academia.edu/34614277/The_role_of_biochar_properties_in_influencing_the_sorption_and_desorption_of_Pb_II_Cd_II_and_As_III_in_aqueous_solution,As3+,composite_other,117.3333331377778,0.2999999995,7.6783263565068856,1151.7489534760327,130.14,0.119999999976,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Peanut shell(PS450),As3+
,Peanut shell(PS450),As3+,14.08,0.18,0.8025,17.75,2160.0,5.0,150.0,5.5,723.0,"(Zama et al., 2017)",https://www.academia.edu/34614277/The_role_of_biochar_properties_in_influencing_the_sorption_and_desorption_of_Pb_II_Cd_II_and_As_III_in_aqueous_solution,As3+,composite_other,87.72585658850362,0.22429906514106035,7.6783263565068856,1151.7489534760327,130.14,0.1604999999679,1.5,3.0,0.58,4.75,1,5.172413784185494,8.189655158293698,Acidic_LowC0,"(Zama et al., 2017)",Peanut shell(PS450),As3+
,Canna indica (CI300),Cd2+,3.46,73.17,200.0,35.99932554,1440.0,1.0,180.0,6.0,573.0,"(Cui et al., 2016a)",https://www.sciencedirect.com/science/article/pii/S0048969716306337,Cd2+,composite_other,0.0172999999999135,0.3658499999981708,7.273092595999522,1309.156667279914,41926.41,199.99999979999998,1.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_HighC0,"(Cui et al., 2016a)",Canna indica (CI300),Cd2+
,Canna indica(CI500),Cd2+,7.73,96.38,200.0,48.19,1440.0,1.0,180.0,7.0,773.0,"(Cui et al., 2016a)",https://www.sciencedirect.com/science/article/pii/S0048969716306338,Cd2+,composite_other,0.038649999999806756,0.4818999999975905,7.273092595999522,1309.156667279914,74501.73999999999,199.99999979999998,0.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Neutral_HighC0,"(Cui et al., 2016a)",Canna indica(CI500),Cd2+
,Canna indica(CI500),Cd2+,7.73,44.19,200.0,22.09,1440.0,1.0,180.0,3.0,773.0,"(Cui et al., 2016a)",https://www.sciencedirect.com/science/article/pii/S0048969716306339,Cd2+,composite_other,0.038649999999806756,0.22094999999889525,7.273092595999522,1309.156667279914,34158.869999999995,199.99999979999998,4.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_HighC0,"(Cui et al., 2016a)",Canna indica(CI500),Cd2+
,Canna indica(CI600),Cd2+,10.4,149.52,200.0,74.8482464,1440.0,1.0,180.0,7.0,873.0,"(Cui et al., 2016a)",https://www.sciencedirect.com/science/article/pii/S0048969716306340,Cd2+,composite_other,0.051999999999740004,0.7475999999962621,7.273092595999522,1309.156667279914,130530.96,199.99999979999998,0.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Neutral_HighC0,"(Cui et al., 2016a)",Canna indica(CI600),Cd2+
,Canna indica(CI500),Cd2+,7.73,90.26,200.0,45.13,1440.0,1.0,180.0,4.0,773.0,"(Cui et al., 2016a)",https://www.sciencedirect.com/science/article/pii/S0048969716306341,Cd2+,composite_other,0.038649999999806756,0.45129999999774356,7.273092595999522,1309.156667279914,69770.98000000001,199.99999979999998,3.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_HighC0,"(Cui et al., 2016a)",Canna indica(CI500),Cd2+
,Canna indica (CI300),Cd2+,3.46,74.72,200.0,37.3482464,1440.0,1.0,180.0,5.0,573.0,"(Cui et al., 2016a)",https://www.sciencedirect.com/science/article/pii/S0048969716306342,Cd2+,composite_other,0.0172999999999135,0.37359999999813204,7.273092595999522,1309.156667279914,42814.56,199.99999979999998,2.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_HighC0,"(Cui et al., 2016a)",Canna indica (CI300),Cd2+
,Canna indica(CI500),Cd2+,7.73,97.96,200.0,48.98,1440.0,1.0,180.0,5.0,773.0,"(Cui et al., 2016a)",https://www.sciencedirect.com/science/article/pii/S0048969716306343,Cd2+,composite_other,0.038649999999806756,0.48979999999755097,7.273092595999522,1309.156667279914,75723.08,199.99999979999998,2.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_HighC0,"(Cui et al., 2016a)",Canna indica(CI500),Cd2+
,Canna indica (CI300),Cd2+,3.46,31.95,200.0,15.90040468,1440.0,1.0,180.0,3.0,573.0,"(Cui et al., 2016a)",https://www.sciencedirect.com/science/article/pii/S0048969716306344,Cd2+,composite_other,0.0172999999999135,0.15974999999920125,7.273092595999522,1309.156667279914,18307.35,199.99999979999998,4.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_HighC0,"(Cui et al., 2016a)",Canna indica (CI300),Cd2+
,Canna indica (CI300),Cd2+,3.46,81.76,200.0,40.64748201,1440.0,1.0,180.0,8.0,573.0,"(Cui et al., 2016a)",https://www.sciencedirect.com/science/article/pii/S0048969716306345,Cd2+,composite_other,0.0172999999999135,0.408799999997956,7.273092595999522,1309.156667279914,46848.48,199.99999979999998,1.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Neutral_HighC0,"(Cui et al., 2016a)",Canna indica (CI300),Cd2+
,Canna indica(CI400),Cd2+,5.81,109.02,200.0,54.35026978,1440.0,1.0,180.0,8.0,673.0,"(Cui et al., 2016a)",https://www.sciencedirect.com/science/article/pii/S0048969716306346,Cd2+,composite_other,0.02904999999985475,0.5450999999972745,7.273092595999522,1309.156667279914,73370.45999999999,199.99999979999998,1.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Neutral_HighC0,"(Cui et al., 2016a)",Canna indica(CI400),Cd2+
,Canna indica(CI600),Cd2+,10.4,84.95,200.0,42.55283273,1440.0,1.0,180.0,3.0,873.0,"(Cui et al., 2016a)",https://www.sciencedirect.com/science/article/pii/S0048969716306347,Cd2+,composite_other,0.051999999999740004,0.42474999999787627,7.273092595999522,1309.156667279914,74161.35,199.99999979999998,4.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_HighC0,"(Cui et al., 2016a)",Canna indica(CI600),Cd2+
,Canna indica(CI400),Cd2+,5.81,98.5,200.0,42.47,1440.0,1.0,180.0,5.0,673.0,"(Cui et al., 2016a)",https://www.sciencedirect.com/science/article/pii/S0048969716306348,Cd2+,composite_other,0.02904999999985475,0.4924999999975375,7.273092595999522,1309.156667279914,66290.5,199.99999979999998,2.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_HighC0,"(Cui et al., 2016a)",Canna indica(CI400),Cd2+
,Canna indica(CI600),Cd2+,10.4,146.45,200.0,72.84734712,1440.0,1.0,180.0,4.0,873.0,"(Cui et al., 2016a)",https://www.sciencedirect.com/science/article/pii/S0048969716306349,Cd2+,composite_other,0.051999999999740004,0.7322499999963388,7.273092595999522,1309.156667279914,127850.84999999999,199.99999979999998,3.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_HighC0,"(Cui et al., 2016a)",Canna indica(CI600),Cd2+
,Canna indica (CI300),Cd2+,3.46,71.14,200.0,35.44851619,1440.0,1.0,180.0,7.0,573.0,"(Cui et al., 2016a)",https://www.sciencedirect.com/science/article/pii/S0048969716306350,Cd2+,composite_other,0.0172999999999135,0.3556999999982215,7.273092595999522,1309.156667279914,40763.22,199.99999979999998,0.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Neutral_HighC0,"(Cui et al., 2016a)",Canna indica (CI300),Cd2+
,Canna indica(CI400),Cd2+,5.81,98.08,200.0,48.80283273,1440.0,1.0,180.0,6.0,673.0,"(Cui et al., 2016a)",https://www.sciencedirect.com/science/article/pii/S0048969716306351,Cd2+,composite_other,0.02904999999985475,0.490399999997548,7.273092595999522,1309.156667279914,66007.84,199.99999979999998,1.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_HighC0,"(Cui et al., 2016a)",Canna indica(CI400),Cd2+
,Canna indica(CI400),Cd2+,5.81,91.93,200.0,45.25067446,1440.0,1.0,180.0,4.0,673.0,"(Cui et al., 2016a)",https://www.sciencedirect.com/science/article/pii/S0048969716306352,Cd2+,composite_other,0.02904999999985475,0.4596499999977018,7.273092595999522,1309.156667279914,61868.89000000001,199.99999979999998,3.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_HighC0,"(Cui et al., 2016a)",Canna indica(CI400),Cd2+
,Canna indica(CI400),Cd2+,5.81,97.29,200.0,48.34757194,1440.0,1.0,180.0,7.0,673.0,"(Cui et al., 2016a)",https://www.sciencedirect.com/science/article/pii/S0048969716306353,Cd2+,composite_other,0.02904999999985475,0.48644999999756783,7.273092595999522,1309.156667279914,65476.170000000006,199.99999979999998,0.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Neutral_HighC0,"(Cui et al., 2016a)",Canna indica(CI400),Cd2+
,Canna indica(CI500),Cd2+,7.73,168.8,200.0,84.89770683,1440.0,1.0,180.0,6.0,773.0,"(Cui et al., 2016a)",https://www.sciencedirect.com/science/article/pii/S0048969716306354,Cd2+,composite_other,0.038649999999806756,0.8439999999957801,7.273092595999522,1309.156667279914,130482.40000000001,199.99999979999998,1.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_HighC0,"(Cui et al., 2016a)",Canna indica(CI500),Cd2+
,Canna indica(CI400),Cd2+,5.81,44.81,200.0,22.39770683,1440.0,1.0,180.0,3.0,673.0,"(Cui et al., 2016a)",https://www.sciencedirect.com/science/article/pii/S0048969716306355,Cd2+,composite_other,0.02904999999985475,0.22404999999887978,7.273092595999522,1309.156667279914,30157.13,199.99999979999998,4.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_HighC0,"(Cui et al., 2016a)",Canna indica(CI400),Cd2+
,Canna indica(CI600),Cd2+,10.4,150.76,200.0,75.55080935,1440.0,1.0,180.0,6.0,873.0,"(Cui et al., 2016a)",https://www.sciencedirect.com/science/article/pii/S0048969716306356,Cd2+,composite_other,0.051999999999740004,0.753799999996231,7.273092595999522,1309.156667279914,131613.47999999998,199.99999979999998,1.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_HighC0,"(Cui et al., 2016a)",Canna indica(CI600),Cd2+
,Canna indica(CI600),Cd2+,10.4,153.39,200.0,76.89973022,1440.0,1.0,180.0,5.0,873.0,"(Cui et al., 2016a)",https://www.sciencedirect.com/science/article/pii/S0048969716306357,Cd2+,composite_other,0.051999999999740004,0.7669499999961652,7.273092595999522,1309.156667279914,133909.47,199.99999979999998,2.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_HighC0,"(Cui et al., 2016a)",Canna indica(CI600),Cd2+
,Canna indica(CI500),Cd2+,7.73,176.79,200.0,89.00067446,1440.0,1.0,180.0,8.0,773.0,"(Cui et al., 2016a)",https://www.sciencedirect.com/science/article/pii/S0048969716306358,Cd2+,composite_other,0.038649999999806756,0.8839499999955802,7.273092595999522,1309.156667279914,136658.66999999998,199.99999979999998,1.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Neutral_HighC0,"(Cui et al., 2016a)",Canna indica(CI500),Cd2+
,Canna indica (CI300),Cd2+,3.46,64.31,200.0,32.45278777,1440.0,1.0,180.0,4.0,573.0,"(Cui et al., 2016a)",https://www.sciencedirect.com/science/article/pii/S0048969716306359,Cd2+,composite_other,0.0172999999999135,0.3215499999983923,7.273092595999522,1309.156667279914,36849.630000000005,199.99999979999998,3.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_HighC0,"(Cui et al., 2016a)",Canna indica (CI300),Cd2+
,Canna indica(CI600),Cd2+,10.4,159.85,200.0,80.05283273,1440.0,1.0,180.0,8.0,873.0,"(Cui et al., 2016a)",https://www.sciencedirect.com/science/article/pii/S0048969716306360,Cd2+,composite_other,0.051999999999740004,0.7992499999960038,7.273092595999522,1309.156667279914,139549.05,199.99999979999998,1.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Neutral_HighC0,"(Cui et al., 2016a)",Canna indica(CI600),Cd2+
,Vetiveria zizanioides(VZ500),Cd2+,48.99,5.84,10.0036,58.4,1440.0,1.0,180.0,7.0,773.0,"(Cui et al., 2016b)",https://www.scopus.com/record/display.uri?eid=2-s2.0-84942067031&origin=recordpage,Cd2+,composite_other,4.897236994192367,0.5837898356008047,7.273092595999522,1309.156667279914,4514.32,10.003599989996399,0.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Neutral_LowC0,"(Cui et al., 2016b)",Vetiveria zizanioides(VZ500),Cd2+
,Phragmites australis(PA500),Cd2+,5.901,17.47,49.99552,34.94,1440.0,1.0,180.0,7.0,773.0,"(Cui et al., 2016b)",https://www.scopus.com/record/display.uri?eid=2-s2.0-84942067031&origin=recordpage,Cd2+,composite_other,0.11803057553720753,0.3494313090383012,7.273092595999522,1309.156667279914,13504.31,49.99551995000448,0.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Neutral_LowC0,"(Cui et al., 2016b)",Phragmites australis(PA500),Cd2+
,Zizania caduciflora(ZC500),Cd2+,84.05,14.8,10.0036,58.2,1440.0,1.0,180.0,7.0,773.0,"(Cui et al., 2016b)",https://www.scopus.com/record/display.uri?eid=2-s2.0-84942067031&origin=recordpage,Cd2+,composite_other,8.401975288056102,1.4794673915910805,7.273092595999522,1309.156667279914,11440.400000000001,10.003599989996399,0.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Neutral_LowC0,"(Cui et al., 2016b)",Zizania caduciflora(ZC500),Cd2+
,Vetiveria zizanioides(VZ500),Cd2+,48.99,17.17,99.99104,17.17,1440.0,1.0,180.0,7.0,773.0,"(Cui et al., 2016b)",https://www.scopus.com/record/display.uri?eid=2-s2.0-84942067031&origin=recordpage,Cd2+,composite_other,0.48994389896844814,0.1717153856968413,7.273092595999522,1309.156667279914,13272.410000000002,99.99103990000896,0.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Neutral_HighC0,"(Cui et al., 2016b)",Vetiveria zizanioides(VZ500),Cd2+
,Phragmites australis(PA500),Cd2+,5.901,29.35,79.99508,36.68,1440.0,1.0,180.0,7.0,773.0,"(Cui et al., 2016b)",https://www.scopus.com/record/display.uri?eid=2-s2.0-84942067031&origin=recordpage,Cd2+,composite_other,0.07376703667183322,0.3668975641956118,7.273092595999522,1309.156667279914,22687.550000000003,79.99507992000491,0.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Neutral_HighC0,"(Cui et al., 2016b)",Phragmites australis(PA500),Cd2+
,ThaliaDealbata(TD500),Cd2+,21.9,43.23,79.99508,54.03,1440.0,1.0,180.0,7.0,773.0,"(Cui et al., 2016b)",https://www.scopus.com/record/display.uri?eid=2-s2.0-84942067031&origin=recordpage,Cd2+,composite_other,0.2737668366570323,0.5404082350997035,7.273092595999522,1309.156667279914,33416.79,79.99507992000491,0.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Neutral_HighC0,"(Cui et al., 2016b)",ThaliaDealbata(TD500),Cd2+
,Zizania caduciflora(ZC500),Cd2+,84.05,23.47,99.99104,23.47,1440.0,1.0,180.0,7.0,773.0,"(Cui et al., 2016b)",https://www.scopus.com/record/display.uri?eid=2-s2.0-84942067031&origin=recordpage,Cd2+,composite_other,0.8405753155398665,0.23472103100203057,7.273092595999522,1309.156667279914,18142.309999999998,99.99103990000896,0.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Neutral_HighC0,"(Cui et al., 2016b)",Zizania caduciflora(ZC500),Cd2+
,ThaliaDealbata(TD500),Cd2+,21.9,46.64,99.99104,46.64,1440.0,1.0,180.0,7.0,773.0,"(Cui et al., 2016b)",https://www.scopus.com/record/display.uri?eid=2-s2.0-84942067031&origin=recordpage,Cd2+,composite_other,0.21901962415613419,0.4664417931800045,7.273092595999522,1309.156667279914,36052.72,99.99103990000896,0.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Neutral_HighC0,"(Cui et al., 2016b)",ThaliaDealbata(TD500),Cd2+
,Vetiveria zizanioides(VZ500),Cd2+,48.99,11.53,49.99552,23.06,1440.0,1.0,180.0,7.0,773.0,"(Cui et al., 2016b)",https://www.scopus.com/record/display.uri?eid=2-s2.0-84942067031&origin=recordpage,Cd2+,composite_other,0.9798877979270967,0.23062066360684677,7.273092595999522,1309.156667279914,8912.689999999999,49.99551995000448,0.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Neutral_LowC0,"(Cui et al., 2016b)",Vetiveria zizanioides(VZ500),Cd2+
,Zizania caduciflora(ZC500),Cd2+,84.05,8.94,19.99596,44.7,1440.0,1.0,180.0,7.0,773.0,"(Cui et al., 2016b)",https://www.scopus.com/record/display.uri?eid=2-s2.0-84942067031&origin=recordpage,Cd2+,composite_other,4.203349076303246,0.44709031222071405,7.273092595999522,1309.156667279914,6910.62,19.995959980004038,0.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Neutral_LowC0,"(Cui et al., 2016b)",Zizania caduciflora(ZC500),Cd2+
,Zizania caduciflora(ZC500),Cd2+,84.05,18.7,79.99508,23.37,1440.0,1.0,180.0,7.0,773.0,"(Cui et al., 2016b)",https://www.scopus.com/record/display.uri?eid=2-s2.0-84942067031&origin=recordpage,Cd2+,composite_other,1.0506896173983362,0.23376437650623305,7.273092595999522,1309.156667279914,14455.099999999999,79.99507992000491,0.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Neutral_HighC0,"(Cui et al., 2016b)",Zizania caduciflora(ZC500),Cd2+
,Phragmites australis(PA500),Cd2+,5.901,34.94,99.99104,34.94,1440.0,1.0,180.0,7.0,773.0,"(Cui et al., 2016b)",https://www.scopus.com/record/display.uri?eid=2-s2.0-84942067031&origin=recordpage,Cd2+,composite_other,0.059015287769193965,0.3494313090417958,7.273092595999522,1309.156667279914,27008.62,99.99103990000896,0.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Neutral_HighC0,"(Cui et al., 2016b)",Phragmites australis(PA500),Cd2+
,ThaliaDealbata(TD500),Cd2+,21.9,39.0,49.99552,78.0,1440.0,1.0,180.0,7.0,773.0,"(Cui et al., 2016b)",https://www.scopus.com/record/display.uri?eid=2-s2.0-84942067031&origin=recordpage,Cd2+,composite_other,0.4380392483078876,0.7800698942469232,7.273092595999522,1309.156667279914,30147.0,49.99551995000448,0.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Neutral_LowC0,"(Cui et al., 2016b)",ThaliaDealbata(TD500),Cd2+
,Vetiveria zizanioides(VZ500),Cd2+,48.99,15.76,79.99508,19.7,1440.0,1.0,180.0,7.0,773.0,"(Cui et al., 2016b)",https://www.scopus.com/record/display.uri?eid=2-s2.0-84942067031&origin=recordpage,Cd2+,composite_other,0.6124126633711422,0.19701211624268625,7.273092595999522,1309.156667279914,12182.48,79.99507992000491,0.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Neutral_HighC0,"(Cui et al., 2016b)",Vetiveria zizanioides(VZ500),Cd2+
,Rice straw(RS300),Cd2+,12.78,28.58,49.99552,57.16,720.0,1.0,150.0,6.0,573.0,"(Gao et al., 2019)",https://www.sciencedirect.com/science/article/pii/S0960852418313993,Cd2+,biomass,0.25562290380706865,0.5716512199378734,6.580639137284949,987.0958705927424,16376.339999999998,49.99551995000448,1.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_LowC0,"(Gao et al., 2019)",Rice straw(RS300),Cd2+
,Rice straw(RS500),Cd2+,24.61,89.38,100.00228,89.38,720.0,1.0,150.0,6.0,773.0,"(Gao et al., 2019)",https://www.sciencedirect.com/science/article/pii/S0960852418313994,Cd2+,biomass,0.24609438904546882,0.8937796218156847,6.580639137284949,987.0958705927424,69090.73999999999,100.00227989999772,1.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_HighC0,"(Gao et al., 2019)",Rice straw(RS500),Cd2+
,Rice straw(RS300),Cd2+,12.78,75.76,149.9978,51.84,720.0,1.0,150.0,6.0,573.0,"(Gao et al., 2019)",https://www.sciencedirect.com/science/article/pii/S0960852418313995,Cd2+,biomass,0.08520124961775971,0.505074074416391,6.580639137284949,987.0958705927424,43410.48,149.9977998500022,1.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_HighC0,"(Gao et al., 2019)",Rice straw(RS300),Cd2+
,Rice straw(RS500),Cd2+,24.61,86.45,100.00228,86.45,720.0,1.0,150.0,8.0,773.0,"(Gao et al., 2019)",https://www.sciencedirect.com/science/article/pii/S0960852418313996,Cd2+,biomass,0.24609438904546882,0.8644802898407469,6.580639137284949,987.0958705927424,66825.85,100.00227989999772,1.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Neutral_HighC0,"(Gao et al., 2019)",Rice straw(RS500),Cd2+
,Rice straw(RS300),Cd2+,12.78,55.71,100.00228,55.71,720.0,1.0,150.0,4.0,573.0,"(Gao et al., 2019)",https://www.sciencedirect.com/science/article/pii/S0960852418313997,Cd2+,biomass,0.1277970862251561,0.5570872984040255,6.580639137284949,987.0958705927424,31921.83,100.00227989999772,3.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_HighC0,"(Gao et al., 2019)",Rice straw(RS300),Cd2+
,Rice straw(RS700),Cd2+,41.12,41.75,49.99552,83.5,720.0,1.0,150.0,6.0,973.0,"(Gao et al., 2019)",https://www.sciencedirect.com/science/article/pii/S0960852418313998,Cd2+,biomass,0.8224736936264995,0.8350748226874114,6.580639137284949,987.0958705927424,40622.75,49.99551995000448,1.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_LowC0,"(Gao et al., 2019)",Rice straw(RS700),Cd2+
,Rice straw(RS300),Cd2+,12.78,51.59,100.00228,51.59,720.0,1.0,150.0,5.0,573.0,"(Gao et al., 2019)",https://www.sciencedirect.com/science/article/pii/S0960852418313999,Cd2+,biomass,0.1277970862251561,0.5158882377430206,6.580639137284949,987.0958705927424,29561.070000000003,100.00227989999772,2.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_HighC0,"(Gao et al., 2019)",Rice straw(RS300),Cd2+
,Rice straw(RS300),Cd2+,12.78,12.79,100.00228,14.37563224,720.0,1.0,150.0,2.0,573.0,"(Gao et al., 2019)",https://www.sciencedirect.com/science/article/pii/S0960852418314000,Cd2+,biomass,0.1277970862251561,0.12789708394520707,6.580639137284949,987.0958705927424,7328.669999999999,100.00227989999772,5.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_HighC0,"(Gao et al., 2019)",Rice straw(RS300),Cd2+
